"","Year","Country","Code","Latitude","Longitude","Average Temperature","CO2 Emissions","Change In Temperature"
"1",1951,"Afghanistan","AFG",33.93911,67.709953,13.96775,91600,0.924250000000001
"2",1952,"Afghanistan","AFG",33.93911,67.709953,14.1754166666667,91600,0.207666666666666
"3",1953,"Afghanistan","AFG",33.93911,67.709953,14.65075,106256,0.475333333333333
"4",1954,"Afghanistan","AFG",33.93911,67.709953,13.6913333333333,106256,-0.959416666666666
"5",1955,"Afghanistan","AFG",33.93911,67.709953,14.6425833333333,153888,0.95125
"6",1956,"Afghanistan","AFG",33.93911,67.709953,14.1910833333333,183200,-0.451500000000001
"7",1957,"Afghanistan","AFG",33.93911,67.709953,12.7771666666667,293120,-1.41391666666667
"8",1958,"Afghanistan","AFG",33.93911,67.709953,14.71675,329760,1.93958333333333
"9",1959,"Afghanistan","AFG",33.93911,67.709953,14.1525833333333,384571,-0.564166666666667
"10",1960,"Afghanistan","AFG",33.93911,67.709953,13.9854166666667,413885,-0.167166666666667
"11",1961,"Afghanistan","AFG",33.93911,67.709953,14.0649166666667,490798,0.0794999999999995
"12",1962,"Afghanistan","AFG",33.93911,67.709953,13.7686666666667,688594,-0.296250000000001
"13",1963,"Afghanistan","AFG",33.93911,67.709953,15.0334166666667,706736,1.26475
"14",1964,"Afghanistan","AFG",33.93911,67.709953,13.0849166666667,838551,-1.9485
"15",1965,"Afghanistan","AFG",33.93911,67.709953,14.1018333333333,1006917,1.01691666666667
"16",1966,"Afghanistan","AFG",33.93911,67.709953,14.343,1091159,0.241166666666667
"17",1967,"Afghanistan","AFG",33.93911,67.709953,13.66325,1281865,-0.67975
"18",1968,"Afghanistan","AFG",33.93911,67.709953,13.7623333333333,1223391,0.0990833333333327
"19",1969,"Afghanistan","AFG",33.93911,67.709953,13.8050833333333,941232,0.0427500000000016
"20",1970,"Afghanistan","AFG",33.93911,67.709953,14.7830833333333,1670397,0.977999999999998
"21",1971,"Afghanistan","AFG",33.93911,67.709953,14.8235,1893581,0.040416666666669
"22",1972,"Afghanistan","AFG",33.93911,67.709953,12.5471666666667,1530408,-2.27633333333333
"23",1973,"Afghanistan","AFG",33.93911,67.709953,14.2355,1635586,1.68833333333333
"24",1974,"Afghanistan","AFG",33.93911,67.709953,13.31675,1913339,-0.918750000000001
"25",1975,"Afghanistan","AFG",33.93911,67.709953,13.5480833333333,2121616,0.231333333333332
"26",1976,"Afghanistan","AFG",33.93911,67.709953,13.7085833333333,1981180,0.160500000000001
"27",1977,"Afghanistan","AFG",33.93911,67.709953,14.8054166666667,2384485,1.09683333333333
"28",1978,"Afghanistan","AFG",33.93911,67.709953,14.3296666666667,2153617,-0.47575
"29",1979,"Afghanistan","AFG",33.93911,67.709953,14.2620833333333,2233153,-0.0675833333333333
"30",1980,"Afghanistan","AFG",33.93911,67.709953,14.8873333333333,1756466,0.625249999999999
"31",1981,"Afghanistan","AFG",33.93911,67.709953,14.8600833333333,1978719,-0.0272499999999987
"32",1982,"Afghanistan","AFG",33.93911,67.709953,13.7330833333333,2094916,-1.127
"33",1983,"Afghanistan","AFG",33.93911,67.709953,14.6148333333333,2520014,0.881749999999998
"34",1984,"Afghanistan","AFG",33.93911,67.709953,14.2458333333333,2822030,-0.369
"35",1985,"Afghanistan","AFG",33.93911,67.709953,14.88875,3501772,0.642916666666666
"36",1986,"Afghanistan","AFG",33.93911,67.709953,14.2231666666667,3134093,-0.665583333333332
"37",1987,"Afghanistan","AFG",33.93911,67.709953,14.984,3114380,0.760833333333332
"38",1988,"Afghanistan","AFG",33.93911,67.709953,15.389,2857483,0.405000000000001
"39",1989,"Afghanistan","AFG",33.93911,67.709953,14.12575,2765475,-1.26325
"40",1990,"Afghanistan","AFG",33.93911,67.709953,14.9933333333333,2603238,0.867583333333332
"41",1991,"Afghanistan","AFG",33.93911,67.709953,14.37075,2427366,-0.622583333333333
"42",1992,"Afghanistan","AFG",33.93911,67.709953,14.0560833333333,1379462,-0.314666666666666
"43",1993,"Afghanistan","AFG",33.93911,67.709953,14.43925,1333055,0.383166666666666
"44",1994,"Afghanistan","AFG",33.93911,67.709953,14.75475,1281602,0.3155
"45",1995,"Afghanistan","AFG",33.93911,67.709953,14.8591666666667,1230463,0.104416666666667
"46",1996,"Afghanistan","AFG",33.93911,67.709953,14.426,1164920,-0.433166666666667
"47",1997,"Afghanistan","AFG",33.93911,67.709953,14.904,1084127,0.478
"48",1998,"Afghanistan","AFG",33.93911,67.709953,15.1325,1029157,0.2285
"49",1999,"Afghanistan","AFG",33.93911,67.709953,15.38875,809512,0.256250000000001
"50",2000,"Afghanistan","AFG",33.93911,67.709953,15.4978333333333,757672,0.109083333333333
"51",2001,"Afghanistan","AFG",33.93911,67.709953,15.7780833333333,797962,0.280249999999999
"52",2002,"Afghanistan","AFG",33.93911,67.709953,15.5376666666667,1051609,-0.240416666666665
"53",2003,"Afghanistan","AFG",33.93911,67.709953,14.916,1185951,-0.621666666666668
"54",2004,"Afghanistan","AFG",33.93911,67.709953,15.7709166666667,889167,0.854916666666666
"55",2005,"Afghanistan","AFG",33.93911,67.709953,14.98,1303267,-0.790916666666666
"56",2006,"Afghanistan","AFG",33.93911,67.709953,15.5955833333333,1635378,0.615583333333333
"57",2007,"Afghanistan","AFG",33.93911,67.709953,15.1061666666667,2268605,-0.489416666666667
"58",2008,"Afghanistan","AFG",33.93911,67.709953,15.2165,4199530,0.110333333333333
"59",2009,"Afghanistan","AFG",33.93911,67.709953,15.25775,6739976,0.0412499999999998
"60",2010,"Afghanistan","AFG",33.93911,67.709953,15.8286666666667,8397779,0.570916666666667
"61",2011,"Afghanistan","AFG",33.93911,67.709953,15.518,12105788,-0.310666666666666
"62",2012,"Afghanistan","AFG",33.93911,67.709953,14.4815833333333,10218514,-1.03641666666667
"63",2013,"Afghanistan","AFG",33.93911,67.709953,16.533625,8440766,2.05204166666667
"64",1951,"Albania","ALB",41.153332,20.168331,13.5698333333333,403040,-0.243
"65",1952,"Albania","ALB",41.153332,20.168331,13.5739166666667,373728,0.00408333333333388
"66",1953,"Albania","ALB",41.153332,20.168331,12.5863333333333,414032,-0.987583333333333
"67",1954,"Albania","ALB",41.153332,20.168331,12.4500833333333,501968,-0.13625
"68",1955,"Albania","ALB",41.153332,20.168331,13.1480833333333,663184,0.697999999999999
"69",1956,"Albania","ALB",41.153332,20.168331,12.1723333333333,839056,-0.97575
"70",1957,"Albania","ALB",41.153332,20.168331,13.0784166666667,1505904,0.906083333333335
"71",1958,"Albania","ALB",41.153332,20.168331,13.1945,1201792,0.116083333333332
"72",1959,"Albania","ALB",41.153332,20.168331,12.4055833333333,1443616,-0.788916666666665
"73",1960,"Albania","ALB",41.153332,20.168331,13.3350833333333,2022528,0.929499999999999
"74",1961,"Albania","ALB",41.153332,20.168331,13.31675,2279008,-0.0183333333333326
"75",1962,"Albania","ALB",41.153332,20.168331,13.06875,2462208,-0.248000000000001
"76",1963,"Albania","ALB",41.153332,20.168331,13.0858333333333,2081152,0.0170833333333338
"77",1964,"Albania","ALB",41.153332,20.168331,12.5153333333333,2015200,-0.570499999999999
"78",1965,"Albania","ALB",41.153332,20.168331,12.3784166666667,2172752,-0.136916666666668
"79",1966,"Albania","ALB",41.153332,20.168331,13.2045833333333,2550144,0.826166666666667
"80",1967,"Albania","ALB",41.153332,20.168331,12.62175,2678384,-0.582833333333335
"81",1968,"Albania","ALB",41.153332,20.168331,12.8695833333333,3070432,0.247833333333334
"82",1969,"Albania","ALB",41.153332,20.168331,12.8029166666667,3242640,-0.0666666666666664
"83",1970,"Albania","ALB",41.153332,20.168331,12.8396666666667,3740944,0.0367499999999996
"84",1971,"Albania","ALB",41.153332,20.168331,12.5344166666667,4349168,-0.305249999999999
"85",1972,"Albania","ALB",41.153332,20.168331,12.60825,5638896,0.073833333333333
"86",1973,"Albania","ALB",41.153332,20.168331,12.4866666666667,5287152,-0.121583333333332
"87",1974,"Albania","ALB",41.153332,20.168331,12.5598333333333,4341840,0.0731666666666655
"88",1975,"Albania","ALB",41.153332,20.168331,12.5684166666667,4590992,0.00858333333333405
"89",1976,"Albania","ALB",41.153332,20.168331,12.03625,4946400,-0.532166666666669
"90",1977,"Albania","ALB",41.153332,20.168331,13.22325,5715840,1.187
"91",1978,"Albania","ALB",41.153332,20.168331,12.2635833333333,6488944,-0.959666666666667
"92",1979,"Albania","ALB",41.153332,20.168331,12.9891666666667,7580816,0.725583333333335
"93",1980,"Albania","ALB",41.153332,20.168331,12.1620833333333,5166240,-0.827083333333334
"94",1981,"Albania","ALB",41.153332,20.168331,12.5786666666667,7335328,0.416583333333334
"95",1982,"Albania","ALB",41.153332,20.168331,13.01525,7302352,0.436583333333333
"96",1983,"Albania","ALB",41.153332,20.168331,12.5109166666667,7624784,-0.504333333333333
"97",1984,"Albania","ALB",41.153332,20.168331,12.64075,7818976,0.129833333333334
"98",1985,"Albania","ALB",41.153332,20.168331,12.9481666666667,7873936,0.307416666666667
"99",1986,"Albania","ALB",41.153332,20.168331,13.0564166666667,8049808,0.10825
"100",1987,"Albania","ALB",41.153332,20.168331,12.9965833333333,7437920,-0.0598333333333336
"101",1988,"Albania","ALB",41.153332,20.168331,13.0440833333333,7320672,0.0474999999999994
"102",1989,"Albania","ALB",41.153332,20.168331,12.8038333333333,8976800,-0.24025
"103",1990,"Albania","ALB",41.153332,20.168331,13.4686666666667,5444704,0.664833333333334
"104",1991,"Albania","ALB",41.153332,20.168331,12.3388333333333,4228256,-1.12983333333333
"105",1992,"Albania","ALB",41.153332,20.168331,13.0846666666667,2495184,0.745833333333334
"106",1993,"Albania","ALB",41.153332,20.168331,13.1225833333333,2315648,0.0379166666666677
"107",1994,"Albania","ALB",41.153332,20.168331,14.0996666666667,1912608,0.977083333333333
"108",1995,"Albania","ALB",41.153332,20.168331,12.7820833333333,2066496,-1.31758333333334
"109",1996,"Albania","ALB",41.153332,20.168331,12.7365,1993216,-0.0455833333333331
"110",1997,"Albania","ALB",41.153332,20.168331,12.9009166666667,1531552,0.164416666666668
"111",1998,"Albania","ALB",41.153332,20.168331,13.31125,1744064,0.410333333333334
"112",1999,"Albania","ALB",41.153332,20.168331,13.65375,2975168,0.342499999999999
"113",2000,"Albania","ALB",41.153332,20.168331,13.7465833333333,3004480,0.0928333333333331
"114",2001,"Albania","ALB",41.153332,20.168331,13.6904166666667,3220656,-0.056166666666666
"115",2002,"Albania","ALB",41.153332,20.168331,13.5599166666667,3748272,-0.130500000000001
"116",2003,"Albania","ALB",41.153332,20.168331,13.6265833333333,4231920,0.0666666666666682
"117",2004,"Albania","ALB",41.153332,20.168331,13.2581666666667,4103680,-0.368416666666668
"118",2005,"Albania","ALB",41.153332,20.168331,12.7470833333333,4198944,-0.511083333333332
"119",2006,"Albania","ALB",41.153332,20.168331,12.9769166666667,3843536,0.229833333333332
"120",2007,"Albania","ALB",41.153332,20.168331,13.8905,3828880,0.913583333333333
"121",2008,"Albania","ALB",41.153332,20.168331,13.9551666666667,4272224,0.0646666666666675
"122",2009,"Albania","ALB",41.153332,20.168331,13.84425,4253904,-0.110916666666668
"123",2010,"Albania","ALB",41.153332,20.168331,13.7754166666667,4448096,-0.0688333333333322
"124",2011,"Albania","ALB",41.153332,20.168331,13.44325,5030672,-0.332166666666666
"125",2012,"Albania","ALB",41.153332,20.168331,13.76825,4667936,0.324999999999999
"126",2013,"Albania","ALB",41.153332,20.168331,14.993875,4928080,1.225625
"127",1951,"Algeria","DZA",28.033886,1.659626,23.3216666666667,4131179,0.539833333333334
"128",1952,"Algeria","DZA",28.033886,1.659626,23.1854166666667,3889207,-0.136250000000004
"129",1953,"Algeria","DZA",28.033886,1.659626,22.8694166666667,3999006,-0.315999999999999
"130",1954,"Algeria","DZA",28.033886,1.659626,22.6524166666667,4152302,-0.216999999999999
"131",1955,"Algeria","DZA",28.033886,1.659626,24.0048333333333,4606578,1.35241666666667
"132",1956,"Algeria","DZA",28.033886,1.659626,22.6113333333333,4995053,-1.3935
"133",1957,"Algeria","DZA",28.033886,1.659626,22.62025,5537086,0.00891666666666424
"134",1958,"Algeria","DZA",28.033886,1.659626,23.5449166666667,5214119,0.924666666666667
"135",1959,"Algeria","DZA",28.033886,1.659626,23.3336666666667,5657017,-0.21125
"136",1960,"Algeria","DZA",28.033886,1.659626,23.5040833333333,6151241,0.170416666666668
"137",1961,"Algeria","DZA",28.033886,1.659626,23.3903333333333,6055920,-0.11375
"138",1962,"Algeria","DZA",28.033886,1.659626,23.1824166666667,5661010,-0.207916666666666
"139",1963,"Algeria","DZA",28.033886,1.659626,23.3178333333333,5419154,0.135416666666664
"140",1964,"Algeria","DZA",28.033886,1.659626,23.1475,5643044,-0.170333333333332
"141",1965,"Algeria","DZA",28.033886,1.659626,22.97375,6588533,-0.173750000000002
"142",1966,"Algeria","DZA",28.033886,1.659626,23.3013333333333,8420862,0.327583333333333
"143",1967,"Algeria","DZA",28.033886,1.659626,22.8616666666667,8431587,-0.439666666666664
"144",1968,"Algeria","DZA",28.033886,1.659626,23.1859166666667,9050236,0.324249999999999
"145",1969,"Algeria","DZA",28.033886,1.659626,23.45825,11262968,0.272333333333332
"146",1970,"Algeria","DZA",28.033886,1.659626,23.3228333333333,15058960,-0.135416666666668
"147",1971,"Algeria","DZA",28.033886,1.659626,22.67225,18649531,-0.65058333333333
"148",1972,"Algeria","DZA",28.033886,1.659626,22.6981666666667,28322640,0.0259166666666637
"149",1973,"Algeria","DZA",28.033886,1.659626,22.8861666666667,38277401,0.188000000000002
"150",1974,"Algeria","DZA",28.033886,1.659626,22.541,31876660,-0.345166666666668
"151",1975,"Algeria","DZA",28.033886,1.659626,22.7164166666667,32001207,0.175416666666667
"152",1976,"Algeria","DZA",28.033886,1.659626,22.35675,39131070,-0.359666666666666
"153",1977,"Algeria","DZA",28.033886,1.659626,23.5460833333333,41844913,1.18933333333333
"154",1978,"Algeria","DZA",28.033886,1.659626,23.1618333333333,62455266,-0.384250000000002
"155",1979,"Algeria","DZA",28.033886,1.659626,23.3968333333333,45545552,0.234999999999999
"156",1980,"Algeria","DZA",28.033886,1.659626,23.1601666666667,66416467,-0.236666666666668
"157",1981,"Algeria","DZA",28.033886,1.659626,23.57925,46341982,0.419083333333333
"158",1982,"Algeria","DZA",28.033886,1.659626,23.0941666666667,39173029,-0.485083333333332
"159",1983,"Algeria","DZA",28.033886,1.659626,23.683,52503909,0.588833333333334
"160",1984,"Algeria","DZA",28.033886,1.659626,23.0630833333333,70946530,-0.619916666666668
"161",1985,"Algeria","DZA",28.033886,1.659626,23.52625,72609068,0.46316666666667
"162",1986,"Algeria","DZA",28.033886,1.659626,23.2566666666667,76080388,-0.269583333333333
"163",1987,"Algeria","DZA",28.033886,1.659626,24.24775,83883502,0.991083333333332
"164",1988,"Algeria","DZA",28.033886,1.659626,23.8156666666667,83708041,-0.432083333333335
"165",1989,"Algeria","DZA",28.033886,1.659626,23.7243333333333,79808266,-0.0913333333333313
"166",1990,"Algeria","DZA",28.033886,1.659626,24.0144166666667,76736640,0.290083333333332
"167",1991,"Algeria","DZA",28.033886,1.659626,23.0110833333333,78805352,-1.00333333333333
"168",1992,"Algeria","DZA",28.033886,1.659626,22.767,79881771,-0.244083333333332
"169",1993,"Algeria","DZA",28.033886,1.659626,23.4508333333333,81942440,0.683833333333332
"170",1994,"Algeria","DZA",28.033886,1.659626,23.6420833333333,86146674,0.19125
"171",1995,"Algeria","DZA",28.033886,1.659626,23.7225,94981961,0.0804166666666681
"172",1996,"Algeria","DZA",28.033886,1.659626,23.7343333333333,96786120,0.0118333333333354
"173",1997,"Algeria","DZA",28.033886,1.659626,23.9551666666667,87004346,0.220833333333331
"174",1998,"Algeria","DZA",28.033886,1.659626,23.9205833333333,106620830,-0.0345833333333339
"175",1999,"Algeria","DZA",28.033886,1.659626,24.2994166666667,91667907,0.378833333333336
"176",2000,"Algeria","DZA",28.033886,1.659626,24.03225,87442683,-0.267166666666668
"177",2001,"Algeria","DZA",28.033886,1.659626,24.7244166666667,83780674,0.692166666666665
"178",2002,"Algeria","DZA",28.033886,1.659626,24.263,89406721,-0.461416666666665
"179",2003,"Algeria","DZA",28.033886,1.659626,24.3936666666667,91048193,0.130666666666666
"180",2004,"Algeria","DZA",28.033886,1.659626,23.916,87853102,-0.477666666666668
"181",2005,"Algeria","DZA",28.033886,1.659626,24.2225833333333,106473190,0.306583333333332
"182",2006,"Algeria","DZA",28.033886,1.659626,24.2008333333333,100201162,-0.0217499999999973
"183",2007,"Algeria","DZA",28.033886,1.659626,24.0653333333333,108399973,-0.1355
"184",2008,"Algeria","DZA",28.033886,1.659626,23.95025,109031842,-0.115083333333335
"185",2009,"Algeria","DZA",28.033886,1.659626,24.1543333333333,120185864,0.204083333333333
"186",2010,"Algeria","DZA",28.033886,1.659626,25.2156666666667,117814083,1.06133333333333
"187",2011,"Algeria","DZA",28.033886,1.659626,24.1441666666667,119806879,-1.0715
"188",2012,"Algeria","DZA",28.033886,1.659626,23.9548333333333,128109954,-0.189333333333334
"189",2013,"Algeria","DZA",28.033886,1.659626,25.1215,132434630,1.16666666666667
"190",1990,"Andorra","AND",42.546245,1.601554,12.4555833333333,406704,0
"191",1991,"Andorra","AND",42.546245,1.601554,11.5654166666667,406704,-0.890166666666666
"192",1992,"Andorra","AND",42.546245,1.601554,11.4984166666667,406704,-0.0670000000000019
"193",1993,"Andorra","AND",42.546245,1.601554,11.4321666666667,410368,-0.0662499999999984
"194",1994,"Andorra","AND",42.546245,1.601554,12.63225,406704,1.20008333333333
"195",1995,"Andorra","AND",42.546245,1.601554,12.3764166666667,425024,-0.255833333333333
"196",1996,"Andorra","AND",42.546245,1.601554,11.7414166666667,454336,-0.635000000000002
"197",1997,"Andorra","AND",42.546245,1.601554,12.8961666666667,465328,1.15475
"198",1998,"Andorra","AND",42.546245,1.601554,12.11875,490976,-0.777416666666667
"199",1999,"Andorra","AND",42.546245,1.601554,12.1786666666667,512960,0.059916666666668
"200",2000,"Andorra","AND",42.546245,1.601554,12.3119166666667,523952,0.13325
"201",2001,"Andorra","AND",42.546245,1.601554,12.2160833333333,523952,-0.0958333333333332
"202",2002,"Andorra","AND",42.546245,1.601554,12.3195833333333,531280,0.1035
"203",2003,"Andorra","AND",42.546245,1.601554,12.9006666666667,534944,0.581083333333332
"204",2004,"Andorra","AND",42.546245,1.601554,12.043,560592,-0.857666666666665
"205",2005,"Andorra","AND",42.546245,1.601554,11.6434166666667,575248,-0.399583333333334
"206",2006,"Andorra","AND",42.546245,1.601554,12.8343333333333,545936,1.19091666666667
"207",2007,"Andorra","AND",42.546245,1.601554,12.15525,538608,-0.679083333333333
"208",2008,"Andorra","AND",42.546245,1.601554,11.9785833333333,538608,-0.176666666666668
"209",2009,"Andorra","AND",42.546245,1.601554,12.5666666666667,516624,0.588083333333334
"210",2010,"Andorra","AND",42.546245,1.601554,11.4808333333333,516624,-1.08583333333333
"211",2011,"Andorra","AND",42.546245,1.601554,12.9944166666667,490976,1.51358333333333
"212",2012,"Andorra","AND",42.546245,1.601554,12.3399166666667,487312,-0.654500000000001
"213",2013,"Andorra","AND",42.546245,1.601554,12.307875,476320,-0.0320416666666663
"214",1951,"Angola","AGO",-11.202692,17.873887,22.0021666666667,249152,0.430333333333333
"215",1952,"Angola","AGO",-11.202692,17.873887,22.1876666666667,311440,0.185499999999998
"216",1953,"Angola","AGO",-11.202692,17.873887,21.7248333333333,274681,-0.462833333333332
"217",1954,"Angola","AGO",-11.202692,17.873887,21.567,347904,-0.157833333333333
"218",1955,"Angola","AGO",-11.202692,17.873887,21.57825,413735,0.0112500000000004
"219",1956,"Angola","AGO",-11.202692,17.873887,21.5219166666667,501611,-0.0563333333333347
"220",1957,"Angola","AGO",-11.202692,17.873887,21.9915,618681,0.469583333333336
"221",1958,"Angola","AGO",-11.202692,17.873887,22.02025,592885,0.0287499999999987
"222",1959,"Angola","AGO",-11.202692,17.873887,22.0816666666667,618592,0.0614166666666662
"223",1960,"Angola","AGO",-11.202692,17.873887,21.9270833333333,548951,-0.154583333333335
"224",1961,"Angola","AGO",-11.202692,17.873887,21.93875,453707,0.0116666666666667
"225",1962,"Angola","AGO",-11.202692,17.873887,21.8486666666667,1179127,-0.0900833333333324
"226",1963,"Angola","AGO",-11.202692,17.873887,21.83775,1149723,-0.0109166666666667
"227",1964,"Angola","AGO",-11.202692,17.873887,21.6864166666667,1222914,-0.151333333333334
"228",1965,"Angola","AGO",-11.202692,17.873887,21.8199166666667,1186155,0.133500000000002
"229",1966,"Angola","AGO",-11.202692,17.873887,22.10325,1552466,0.283333333333331
"230",1967,"Angola","AGO",-11.202692,17.873887,21.7764166666667,991815,-0.326833333333333
"231",1968,"Angola","AGO",-11.202692,17.873887,21.7481666666667,1669539,-0.0282499999999999
"232",1969,"Angola","AGO",-11.202692,17.873887,22.1905,2783093,0.442333333333334
"233",1970,"Angola","AGO",-11.202692,17.873887,22.1498333333333,3577917,-0.0406666666666666
"234",1971,"Angola","AGO",-11.202692,17.873887,21.837,3405383,-0.312833333333334
"235",1972,"Angola","AGO",-11.202692,17.873887,22.011,4500532,0.173999999999999
"236",1973,"Angola","AGO",-11.202692,17.873887,22.3496666666667,4873664,0.338666666666668
"237",1974,"Angola","AGO",-11.202692,17.873887,21.6235,4866398,-0.726166666666668
"238",1975,"Angola","AGO",-11.202692,17.873887,21.7389166666667,4408811,0.115416666666668
"239",1976,"Angola","AGO",-11.202692,17.873887,21.4474166666667,3280042,-0.291499999999999
"240",1977,"Angola","AGO",-11.202692,17.873887,21.95075,3527511,0.50333333333333
"241",1978,"Angola","AGO",-11.202692,17.873887,21.817,5399808,-0.133749999999999
"242",1979,"Angola","AGO",-11.202692,17.873887,22.14475,5489191,0.327749999999998
"243",1980,"Angola","AGO",-11.202692,17.873887,22.0775833333333,5334352,-0.0671666666666653
"244",1981,"Angola","AGO",-11.202692,17.873887,22.0279166666667,5266774,-0.0496666666666634
"245",1982,"Angola","AGO",-11.202692,17.873887,21.82,4635179,-0.207916666666669
"246",1983,"Angola","AGO",-11.202692,17.873887,22.36725,5100535,0.547250000000002
"247",1984,"Angola","AGO",-11.202692,17.873887,22.3561666666667,4985847,-0.0110833333333353
"248",1985,"Angola","AGO",-11.202692,17.873887,22.0218333333333,4676114,-0.334333333333333
"249",1986,"Angola","AGO",-11.202692,17.873887,22.03625,4633840,0.0144166666666656
"250",1987,"Angola","AGO",-11.202692,17.873887,22.7499166666667,5786029,0.713666666666668
"251",1988,"Angola","AGO",-11.202692,17.873887,22.4123333333333,5049306,-0.337583333333335
"252",1989,"Angola","AGO",-11.202692,17.873887,22.1221666666667,4922750,-0.290166666666664
"253",1990,"Angola","AGO",-11.202692,17.873887,22.4664166666667,5088696,0
"254",1991,"Angola","AGO",-11.202692,17.873887,22.0954166666667,5062888,-0.371000000000002
"255",1992,"Angola","AGO",-11.202692,17.873887,22.4985833333333,5165044,0.403166666666671
"256",1993,"Angola","AGO",-11.202692,17.873887,22.291,5748383,-0.207583333333336
"257",1994,"Angola","AGO",-11.202692,17.873887,22.1894166666667,3865596,-0.101583333333334
"258",1995,"Angola","AGO",-11.202692,17.873887,22.9361666666667,10948303,0.746749999999999
"259",1996,"Angola","AGO",-11.202692,17.873887,22.47925,10424825,-0.456916666666665
"260",1997,"Angola","AGO",-11.202692,17.873887,22.3171666666667,7347849,-0.162083333333332
"261",1998,"Angola","AGO",-11.202692,17.873887,23.1201666666667,7269606,0.803000000000001
"262",1999,"Angola","AGO",-11.202692,17.873887,22.3820833333333,9129778,-0.738083333333336
"263",2000,"Angola","AGO",-11.202692,17.873887,22.3606666666667,9515061,-0.0214166666666671
"264",2001,"Angola","AGO",-11.202692,17.873887,22.5029166666667,9671519,0.142250000000001
"265",2002,"Angola","AGO",-11.202692,17.873887,22.9255,12597545,0.422583333333332
"266",2003,"Angola","AGO",-11.202692,17.873887,23.0665833333333,8988368,0.141083333333334
"267",2004,"Angola","AGO",-11.202692,17.873887,22.5728333333333,18701932,-0.493749999999999
"268",2005,"Angola","AGO",-11.202692,17.873887,22.9660833333333,19006430,0.393249999999998
"269",2006,"Angola","AGO",-11.202692,17.873887,21.9470833333333,22102407,-1.019
"270",2007,"Angola","AGO",-11.202692,17.873887,22.4270833333333,24976104,0.48
"271",2008,"Angola","AGO",-11.202692,17.873887,22.2873333333333,25486004,-0.139749999999999
"272",2009,"Angola","AGO",-11.202692,17.873887,22.3165,27565503,0.0291666666666686
"273",2010,"Angola","AGO",-11.202692,17.873887,22.6815,28864472,0.364999999999998
"274",2011,"Angola","AGO",-11.202692,17.873887,22.0296666666667,30329702,-0.651833333333332
"275",2012,"Angola","AGO",-11.202692,17.873887,22.1233333333333,33800564,0.0936666666666675
"276",2013,"Angola","AGO",-11.202692,17.873887,22.507875,33228501,0.384541666666664
"277",1990,"Anguilla","AIA",18.220554,-63.068615,27.09875,51296,4.590875
"278",1991,"Anguilla","AIA",18.220554,-63.068615,27.0973333333333,51296,-0.00141666666666396
"279",1992,"Anguilla","AIA",18.220554,-63.068615,27.0503333333333,54960,-0.0470000000000006
"280",1993,"Anguilla","AIA",18.220554,-63.068615,27.1634166666667,65952,0.113083333333332
"281",1994,"Anguilla","AIA",18.220554,-63.068615,27.16925,65952,0.00583333333333513
"282",1995,"Anguilla","AIA",18.220554,-63.068615,27.5503333333333,65952,0.381083333333333
"283",1996,"Anguilla","AIA",18.220554,-63.068615,27.0568333333333,69616,-0.493500000000001
"284",1997,"Anguilla","AIA",18.220554,-63.068615,27.3935833333333,69616,0.336749999999999
"285",1998,"Anguilla","AIA",18.220554,-63.068615,27.7408333333333,76944,0.347250000000003
"286",1999,"Anguilla","AIA",18.220554,-63.068615,27.3445833333333,80608,-0.396250000000002
"287",2000,"Anguilla","AIA",18.220554,-63.068615,27.05275,87936,-0.291833333333333
"288",2001,"Anguilla","AIA",18.220554,-63.068615,27.4085,95264,0.35575
"289",2002,"Anguilla","AIA",18.220554,-63.068615,27.53825,95264,0.129749999999998
"290",2003,"Anguilla","AIA",18.220554,-63.068615,27.6774166666667,102592,0.139166666666668
"291",2004,"Anguilla","AIA",18.220554,-63.068615,27.334,120912,-0.343416666666663
"292",2005,"Anguilla","AIA",18.220554,-63.068615,27.7323333333333,128240,0.39833333333333
"293",2006,"Anguilla","AIA",18.220554,-63.068615,27.63625,142896,-0.0960833333333326
"294",2007,"Anguilla","AIA",18.220554,-63.068615,27.6850833333333,150224,0.0488333333333344
"295",2008,"Anguilla","AIA",18.220554,-63.068615,27.1404166666667,150224,-0.544666666666668
"296",2009,"Anguilla","AIA",18.220554,-63.068615,27.4685833333333,146560,0.328166666666668
"297",2010,"Anguilla","AIA",18.220554,-63.068615,27.856,150224,0.387416666666667
"298",2011,"Anguilla","AIA",18.220554,-63.068615,27.5283333333333,142896,-0.327666666666669
"299",2012,"Anguilla","AIA",18.220554,-63.068615,27.63925,142896,0.110916666666668
"300",2013,"Anguilla","AIA",18.220554,-63.068615,27.363,117248,-0.276250000000001
"301",1951,"Argentina","ARG",-38.416097,-63.616672,14.8369166666667,34962916,0.0418333333333329
"302",1952,"Argentina","ARG",-38.416097,-63.616672,14.9163333333333,36095122,0.0794166666666651
"303",1953,"Argentina","ARG",-38.416097,-63.616672,14.97475,35134738,0.0584166666666679
"304",1954,"Argentina","ARG",-38.416097,-63.616672,14.4914166666667,36750355,-0.483333333333334
"305",1955,"Argentina","ARG",-38.416097,-63.616672,14.1911666666667,39559988,-0.300249999999998
"306",1956,"Argentina","ARG",-38.416097,-63.616672,14.0214166666667,44296738,-0.169750000000001
"307",1957,"Argentina","ARG",-38.416097,-63.616672,14.65625,47607775,0.634833333333333
"308",1958,"Argentina","ARG",-38.416097,-63.616672,14.9434166666667,44192511,0.287166666666666
